polled_at,pair,bid,ask,spread_pips,api_timestamp,market_status
2026-09-10T14:20:53.456881+00:00,EUR_JPY,178.856,178.861,0.5,2026-09-10T14:20:53.367573Z,OPEN
2026-09-10T14:20:53.456881+00:00,GBP_JPY,208.099,208.108,0.9,2026-09-10T14:20:53.371934Z,OPEN
2026-09-10T14:20:53.456881+00:00,AUD_JPY,110.309,110.316,0.7,2026-09-10T14:20:53.372355Z,OPEN
2026-09-10T18:21:18.537984+00:00,USD_JPY,154.337,154.342,0.5,2026-09-10T18:21:18.389601Z,OPEN
2026-09-10T18:21:18.537984+00:00,EUR_JPY,179.279,179.284,0.5,2026-09-10T18:21:18.394014Z,OPEN
2026-09-10T18:21:18.537984+00:00,GBP_JPY,208.611,208.62,0.9,2026-09-10T18:21:18.388999Z,OPEN
2026-09-10T18:21:18.537984+00:00,AUD_JPY,110.522,110.529,0.7,2026-09-10T18:21:18.389704Z,OPEN
2026-09-10T21:34:29.409001+00:00,USD_JPY,154.348,154.446,9.8,2026-09-10T21:34:29.27167Z,OPEN
2026-09-10T21:34:29.409001+00:00,EUR_JPY,179.188,179.301,11.3,2026-09-10T21:34:29.275206Z,OPEN
2026-09-10T21:34:29.409001+00:00,GBP_JPY,208.522,208.656,13.4,2026-09-10T21:34:29.273639Z,OPEN
2026-09-10T21:34:29.409001+00:00,AUD_JPY,110.496,110.569,7.3,2026-09-10T21:34:29.27617Z,OPEN
2026-09-11T00:03:09.941309+00:00,USD_JPY,154.385,154.39,0.5,2026-09-11T00:03:09.783001Z,OPEN
2026-09-11T00:03:09.941309+00:00,EUR_JPY,179.29,179.299,0.9,2026-09-11T00:03:09.788028Z,OPEN
2026-09-11T00:03:09.941309+00:00,GBP_JPY,208.63,208.641,1.1,2026-09-11T00:03:09.78345Z,OPEN
2026-09-11T00:03:09.941309+00:00,AUD_JPY,110.529,110.536,0.7,2026-09-11T00:03:09.787781Z,OPEN
2026-09-11T04:32:10.377637+00:00,USD_JPY,154.36,154.365,0.5,2026-09-11T04:32:10.244623Z,OPEN
2026-09-11T04:32:10.377637+00:00,EUR_JPY,179.175,179.181,0.6,2026-09-11T04:32:10.244726Z,OPEN
2026-09-11T04:32:10.377637+00:00,GBP_JPY,208.473,208.482,0.9,2026-09-11T04:32:10.241211Z,OPEN
2026-09-11T04:32:10.377637+00:00,AUD_JPY,110.535,110.542,0.7,2026-09-11T04:32:10.24408Z,OPEN
2026-09-11T09:34:14.616534+00:00,USD_JPY,154.159,154.164,0.5,2026-09-11T09:34:14.543438Z,OPEN
2026-09-11T09:34:14.616534+00:00,EUR_JPY,178.812,178.817,0.5,2026-09-11T09:34:14.544183Z,OPEN
2026-09-11T09:34:14.616534+00:00,GBP_JPY,208.223,208.232,0.9,2026-09-11T09:34:14.543836Z,OPEN
2026-09-11T09:34:14.616534+00:00,AUD_JPY,110.489,110.496,0.7,2026-09-11T09:34:14.544609Z,OPEN
2026-09-11T14:21:17.900131+00:00,USD_JPY,153.496,153.501,0.5,2026-09-11T14:21:17.762886Z,OPEN
2026-09-11T14:21:17.900131+00:00,EUR_JPY,178.221,178.229,0.8,2026-09-11T14:21:17.764048Z,OPEN
2026-09-11T14:21:17.900131+00:00,GBP_JPY,207.663,207.672,0.9,2026-09-11T14:21:17.7615Z,OPEN
2026-09-11T14:21:17.900131+00:00,AUD_JPY,110.233,110.24,0.7,2026-09-11T14:21:17.765373Z,OPEN
2026-09-11T18:24:40.081746+00:00,USD_JPY,153.714,153.719,0.5,2026-09-11T18:24:40.001613Z,OPEN
2026-09-11T18:24:40.081746+00:00,EUR_JPY,178.258,178.263,0.5,2026-09-11T18:24:40.004541Z,OPEN
2026-09-11T18:24:40.081746+00:00,GBP_JPY,207.902,207.911,0.9,2026-09-11T18:24:40.002036Z,OPEN
2026-09-11T18:24:40.081746+00:00,AUD_JPY,110.259,110.266,0.7,2026-09-11T18:24:40.007162Z,OPEN
2026-09-11T21:40:49.341245+00:00,USD_JPY,153.478,153.575,9.7,2026-09-11T21:40:49.19068Z,CLOSE
2026-09-11T21:40:49.341245+00:00,EUR_JPY,178.008,178.13,12.2,2026-09-11T21:40:49.188532Z,CLOSE
2026-09-11T21:40:49.341245+00:00,GBP_JPY,207.605,207.749,14.4,2026-09-11T21:40:49.186156Z,CLOSE
2026-09-11T21:40:49.341245+00:00,AUD_JPY,110.043,110.135,9.2,2026-09-11T21:40:49.188862Z,CLOSE
2026-09-12T05:40:28.244419+00:00,USD_JPY,153.478,153.575,9.7,2026-09-12T05:40:28.136579Z,CLOSE
2026-09-12T05:40:28.244419+00:00,EUR_JPY,178.008,178.13,12.2,2026-09-12T05:40:28.132781Z,CLOSE
2026-09-12T05:40:28.244419+00:00,GBP_JPY,207.605,207.749,14.4,2026-09-12T05:40:28.138168Z,CLOSE
2026-09-12T05:40:28.244419+00:00,AUD_JPY,110.043,110.135,9.2,2026-09-12T05:40:28.133098Z,CLOSE
2026-09-12T10:38:43.687735+00:00,USD_JPY,153.478,153.575,9.7,2026-09-12T10:38:43.583773Z,CLOSE
2026-09-12T10:38:43.687735+00:00,EUR_JPY,178.008,178.13,12.2,2026-09-12T10:38:43.586667Z,CLOSE
2026-09-12T10:38:43.687735+00:00,GBP_JPY,207.605,207.749,14.4,2026-09-12T10:38:43.58538Z,CLOSE
2026-09-12T10:38:43.687735+00:00,AUD_JPY,110.043,110.135,9.2,2026-09-12T10:38:43.586991Z,CLOSE
2026-09-12T14:02:53.874068+00:00,USD_JPY,153.478,153.575,9.7,2026-09-12T14:02:53.814628Z,CLOSE
2026-09-12T14:02:53.874068+00:00,EUR_JPY,178.008,178.13,12.2,2026-09-12T14:02:53.712602Z,CLOSE
2026-09-12T14:02:53.874068+00:00,GBP_JPY,207.605,207.749,14.4,2026-09-12T14:02:53.718086Z,CLOSE
2026-09-12T14:02:53.874068+00:00,AUD_JPY,110.043,110.135,9.2,2026-09-12T14:02:53.7129Z,CLOSE
2026-09-12T17:04:39.189622+00:00,USD_JPY,153.478,153.575,9.7,2026-09-12T17:04:39.009876Z,CLOSE
2026-09-12T17:04:39.189622+00:00,EUR_JPY,178.008,178.13,12.2,2026-09-12T17:04:39.105243Z,CLOSE
2026-09-12T17:04:39.189622+00:00,GBP_JPY,207.605,207.749,14.4,2026-09-12T17:04:39.103955Z,CLOSE
2026-09-12T17:04:39.189622+00:00,AUD_JPY,110.043,110.135,9.2,2026-09-12T17:04:39.105579Z,CLOSE
2026-09-12T19:17:47.137297+00:00,USD_JPY,153.478,153.575,9.7,2026-09-12T19:17:47.036299Z,CLOSE
2026-09-12T19:17:47.137297+00:00,EUR_JPY,178.008,178.13,12.2,2026-09-12T19:17:47.037833Z,CLOSE
2026-09-12T19:17:47.137297+00:00,GBP_JPY,207.605,207.749,14.4,2026-09-12T19:17:47.037138Z,CLOSE
2026-09-12T19:17:47.137297+00:00,AUD_JPY,110.043,110.135,9.2,2026-09-12T19:17:47.038023Z,CLOSE
2026-09-12T22:12:28.135073+00:00,USD_JPY,153.478,153.575,9.7,2026-09-12T22:12:28.012092Z,CLOSE
2026-09-12T22:12:28.135073+00:00,EUR_JPY,178.008,178.13,12.2,2026-09-12T22:12:28.014984Z,CLOSE
2026-09-12T22:12:28.135073+00:00,GBP_JPY,207.605,207.749,14.4,2026-09-12T22:12:28.0137Z,CLOSE
2026-09-12T22:12:28.135073+00:00,AUD_JPY,110.043,110.135,9.2,2026-09-12T22:12:28.015324Z,CLOSE
2026-09-13T00:53:56.629070+00:00,USD_JPY,153.478,153.575,9.7,2026-09-13T00:53:56.473533Z,CLOSE
2026-09-13T00:53:56.629070+00:00,EUR_JPY,178.008,178.13,12.2,2026-09-13T00:53:56.476446Z,CLOSE
2026-09-13T00:53:56.629070+00:00,GBP_JPY,207.605,207.749,14.4,2026-09-13T00:53:56.475144Z,CLOSE
2026-09-13T00:53:56.629070+00:00,AUD_JPY,110.043,110.135,9.2,2026-09-13T00:53:56.469969Z,CLOSE
2026-09-13T06:01:10.227278+00:00,USD_JPY,153.478,153.575,9.7,2026-09-13T06:01:10.127348Z,CLOSE
2026-09-13T06:01:10.227278+00:00,EUR_JPY,178.008,178.13,12.2,2026-09-13T06:01:10.12349Z,CLOSE
2026-09-13T06:01:10.227278+00:00,GBP_JPY,207.605,207.749,14.4,2026-09-13T06:01:10.122174Z,CLOSE
2026-09-13T06:01:10.227278+00:00,AUD_JPY,110.043,110.135,9.2,2026-09-13T06:01:10.123808Z,CLOSE
2026-09-13T11:42:45.695223+00:00,USD_JPY,153.478,153.575,9.7,2026-09-13T11:42:45.595572Z,CLOSE
2026-09-13T11:42:45.695223+00:00,EUR_JPY,178.008,178.13,12.2,2026-09-13T11:42:45.598451Z,CLOSE
2026-09-13T11:42:45.695223+00:00,GBP_JPY,207.605,207.749,14.4,2026-09-13T11:42:45.597165Z,CLOSE
2026-09-13T11:42:45.695223+00:00,AUD_JPY,110.043,110.135,9.2,2026-09-13T11:42:45.598771Z,CLOSE
2026-09-13T16:10:03.198146+00:00,USD_JPY,153.478,153.575,9.7,2026-09-13T16:10:03.086182Z,CLOSE
2026-09-13T16:10:03.198146+00:00,EUR_JPY,178.008,178.13,12.2,2026-09-13T16:10:03.082801Z,CLOSE
2026-09-13T16:10:03.198146+00:00,GBP_JPY,207.605,207.749,14.4,2026-09-13T16:10:03.084713Z,CLOSE
2026-09-13T16:10:03.198146+00:00,AUD_JPY,110.043,110.135,9.2,2026-09-13T16:10:03.08371Z,CLOSE
2026-09-13T19:23:21.665771+00:00,USD_JPY,153.478,153.575,9.7,2026-09-13T19:23:21.503118Z,CLOSE
2026-09-13T19:23:21.665771+00:00,EUR_JPY,178.008,178.13,12.2,2026-09-13T19:23:21.502647Z,CLOSE
2026-09-13T19:23:21.665771+00:00,GBP_JPY,207.605,207.749,14.4,2026-09-13T19:23:21.501612Z,CLOSE
2026-09-13T19:23:21.665771+00:00,AUD_JPY,110.043,110.135,9.2,2026-09-13T19:23:21.50174Z,CLOSE
2026-09-13T22:21:50.917008+00:00,USD_JPY,153.615,153.62,0.5,2026-09-13T22:21:50.780808Z,OPEN
2026-09-13T22:21:50.917008+00:00,EUR_JPY,178.083,178.088,0.5,2026-09-13T22:21:50.778886Z,OPEN
2026-09-13T22:21:50.917008+00:00,GBP_JPY,207.7,207.709,0.9,2026-09-13T22:21:50.776693Z,OPEN
2026-09-13T22:21:50.917008+00:00,AUD_JPY,110.002,110.009,0.7,2026-09-13T22:21:50.779561Z,OPEN
2026-09-14T00:58:38.147161+00:00,USD_JPY,153.727,153.732,0.5,2026-09-14T00:58:38.03685Z,OPEN
2026-09-14T00:58:38.147161+00:00,EUR_JPY,178.124,178.129,0.5,2026-09-14T00:58:38.033334Z,OPEN
2026-09-14T00:58:38.147161+00:00,GBP_JPY,207.789,207.798,0.9,2026-09-14T00:58:38.037517Z,OPEN
2026-09-14T00:58:38.147161+00:00,AUD_JPY,109.879,109.886,0.7,2026-09-14T00:58:38.036771Z,OPEN
2026-09-14T06:08:40.284202+00:00,USD_JPY,154.051,154.056,0.5,2026-09-14T06:08:40.15012Z,OPEN
2026-09-14T06:08:40.284202+00:00,EUR_JPY,178.117,178.122,0.5,2026-09-14T06:08:40.151954Z,OPEN
2026-09-14T06:08:40.284202+00:00,GBP_JPY,207.914,207.923,0.9,2026-09-14T06:08:40.148098Z,OPEN
2026-09-14T06:08:40.284202+00:00,AUD_JPY,110.064,110.071,0.7,2026-09-14T06:08:40.148993Z,OPEN
2026-09-14T13:55:23.682649+00:00,USD_JPY,154.981,154.986,0.5,2026-09-14T13:55:23.606928Z,OPEN
2026-09-14T13:55:23.682649+00:00,EUR_JPY,178.617,178.622,0.5,2026-09-14T13:55:23.603193Z,OPEN
2026-09-14T13:55:23.682649+00:00,GBP_JPY,208.738,208.747,0.9,2026-09-14T13:55:23.608426Z,OPEN
2026-09-14T13:55:23.682649+00:00,AUD_JPY,110.226,110.233,0.7,2026-09-14T13:55:23.604589Z,OPEN
2026-09-14T19:16:43.230536+00:00,USD_JPY,154.163,154.168,0.5,2026-09-14T19:16:43.100835Z,OPEN
2026-09-14T19:16:43.230536+00:00,EUR_JPY,178.161,178.166,0.5,2026-09-14T19:16:43.102652Z,OPEN
2026-09-14T19:16:43.230536+00:00,GBP_JPY,208.267,208.276,0.9,2026-09-14T19:16:43.106394Z,OPEN
2026-09-14T19:16:43.230536+00:00,AUD_JPY,110.129,110.136,0.7,2026-09-14T19:16:43.107172Z,OPEN
2026-09-14T23:05:18.734103+00:00,USD_JPY,154.217,154.231,1.4,2026-09-14T23:05:18.610749Z,OPEN
2026-09-14T23:05:18.734103+00:00,EUR_JPY,178.142,178.168,2.6,2026-09-14T23:05:18.61035Z,OPEN
2026-09-14T23:05:18.734103+00:00,GBP_JPY,208.247,208.293,4.6,2026-09-14T23:05:18.614946Z,OPEN
2026-09-14T23:05:18.734103+00:00,AUD_JPY,110.079,110.11,3.1,2026-09-14T23:05:18.614521Z,OPEN
2026-09-15T04:45:59.260343+00:00,USD_JPY,154.662,154.667,0.5,2026-09-15T04:45:59.121255Z,OPEN
2026-09-15T04:45:59.260343+00:00,EUR_JPY,178.432,178.437,0.5,2026-09-15T04:45:59.124326Z,OPEN
2026-09-15T04:45:59.260343+00:00,GBP_JPY,208.573,208.582,0.9,2026-09-15T04:45:59.123518Z,OPEN
2026-09-15T04:45:59.260343+00:00,AUD_JPY,110.144,110.151,0.7,2026-09-15T04:45:59.125446Z,OPEN
2026-09-15T10:00:28.572863+00:00,USD_JPY,154.878,154.883,0.5,2026-09-15T10:00:28.422062Z,OPEN
2026-09-15T10:00:28.572863+00:00,EUR_JPY,178.699,178.706,0.7,2026-09-15T10:00:28.426905Z,OPEN
2026-09-15T10:00:28.572863+00:00,GBP_JPY,208.76,208.769,0.9,2026-09-15T10:00:28.427746Z,OPEN
2026-09-15T10:00:28.572863+00:00,AUD_JPY,110.412,110.419,0.7,2026-09-15T10:00:28.422655Z,OPEN
2026-09-15T14:55:06.179489+00:00,USD_JPY,155.016,155.021,0.5,2026-09-15T14:55:06.009487Z,OPEN
2026-09-15T14:55:06.179489+00:00,EUR_JPY,178.997,179.002,0.5,2026-09-15T14:55:06.010216Z,OPEN
2026-09-15T14:55:06.179489+00:00,GBP_JPY,209.136,209.145,0.9,2026-09-15T14:55:06.00859Z,OPEN
2026-09-15T14:55:06.179489+00:00,AUD_JPY,110.54,110.547,0.7,2026-09-15T14:55:06.010564Z,OPEN
2026-09-15T18:54:45.105433+00:00,USD_JPY,155.093,155.098,0.5,2026-09-15T18:54:44.954589Z,OPEN
2026-09-15T18:54:45.105433+00:00,EUR_JPY,179.024,179.029,0.5,2026-09-15T18:54:44.95785Z,OPEN
2026-09-15T18:54:45.105433+00:00,GBP_JPY,209.072,209.081,0.9,2026-09-15T18:54:44.960551Z,OPEN
2026-09-15T18:54:45.105433+00:00,AUD_JPY,110.61,110.617,0.7,2026-09-15T18:54:44.96079Z,OPEN
2026-09-15T22:08:49.838398+00:00,USD_JPY,155.053,155.151,9.8,2026-09-15T22:08:49.696376Z,OPEN
2026-09-15T22:08:49.838398+00:00,EUR_JPY,178.976,179.09,11.4,2026-09-15T22:08:49.698542Z,OPEN
2026-09-15T22:08:49.838398+00:00,GBP_JPY,208.949,209.083,13.4,2026-09-15T22:08:49.694736Z,OPEN
2026-09-15T22:08:49.838398+00:00,AUD_JPY,110.576,110.649,7.3,2026-09-15T22:08:49.694569Z,OPEN
2026-09-16T01:21:25.392188+00:00,USD_JPY,155.359,155.364,0.5,2026-09-16T01:21:24.956064Z,OPEN
2026-09-16T01:21:25.392188+00:00,EUR_JPY,179.194,179.204,1.0,2026-09-16T01:21:24.960125Z,OPEN
2026-09-16T01:21:25.392188+00:00,GBP_JPY,209.261,209.273,1.2,2026-09-16T01:21:24.958802Z,OPEN
2026-09-16T01:21:25.392188+00:00,AUD_JPY,110.746,110.753,0.7,2026-09-16T01:21:24.958012Z,OPEN
2026-09-16T07:37:13.725531+00:00,USD_JPY,154.951,154.956,0.5,2026-09-16T07:37:13.589892Z,OPEN
2026-09-16T07:37:13.725531+00:00,EUR_JPY,179.055,179.06,0.5,2026-09-16T07:37:13.589427Z,OPEN
2026-09-16T07:37:13.725531+00:00,GBP_JPY,208.904,208.913,0.9,2026-09-16T07:37:13.598869Z,OPEN
2026-09-16T07:37:13.725531+00:00,AUD_JPY,110.567,110.574,0.7,2026-09-16T07:37:13.595116Z,OPEN
2026-09-16T13:26:49.533871+00:00,USD_JPY,155.28,155.285,0.5,2026-09-16T13:26:48.959922Z,OPEN
2026-09-16T13:26:49.533871+00:00,EUR_JPY,179.149,179.154,0.5,2026-09-16T13:26:48.960046Z,OPEN
2026-09-16T13:26:49.533871+00:00,GBP_JPY,208.98,208.989,0.9,2026-09-16T13:26:48.955349Z,OPEN
2026-09-16T13:26:49.533871+00:00,AUD_JPY,110.716,110.723,0.7,2026-09-16T13:26:48.958051Z,OPEN
2026-09-16T18:09:10.018775+00:00,USD_JPY,155.187,155.192,0.5,2026-09-16T18:09:09.93072Z,OPEN
2026-09-16T18:09:10.018775+00:00,EUR_JPY,178.798,178.804,0.6,2026-09-16T18:09:09.931256Z,OPEN
2026-09-16T18:09:10.018775+00:00,GBP_JPY,208.433,208.442,0.9,2026-09-16T18:09:09.933379Z,OPEN
2026-09-16T18:09:10.018775+00:00,AUD_JPY,110.562,110.569,0.7,2026-09-16T18:09:09.933862Z,OPEN
2026-09-16T22:04:50.226012+00:00,USD_JPY,156.233,156.332,9.9,2026-09-16T22:04:50.117809Z,OPEN
2026-09-16T22:04:50.226012+00:00,EUR_JPY,179.092,179.204,11.2,2026-09-16T22:04:50.115647Z,OPEN
2026-09-16T22:04:50.226012+00:00,GBP_JPY,208.965,209.099,13.4,2026-09-16T22:04:50.117618Z,OPEN
2026-09-16T22:04:50.226012+00:00,AUD_JPY,110.669,110.742,7.3,2026-09-16T22:04:50.114536Z,OPEN
2026-09-17T00:27:33.818237+00:00,USD_JPY,156.034,156.039,0.5,2026-09-17T00:27:33.652356Z,OPEN
2026-09-17T00:27:33.818237+00:00,EUR_JPY,178.967,178.972,0.5,2026-09-17T00:27:33.65509Z,OPEN
2026-09-17T00:27:33.818237+00:00,GBP_JPY,208.815,208.824,0.9,2026-09-17T00:27:33.653193Z,OPEN
2026-09-17T00:27:33.818237+00:00,AUD_JPY,110.64,110.647,0.7,2026-09-17T00:27:33.656143Z,OPEN
2026-09-17T06:03:56.126168+00:00,USD_JPY,155.664,155.669,0.5,2026-09-17T06:03:56.052888Z,OPEN
2026-09-17T06:03:56.126168+00:00,EUR_JPY,178.539,178.544,0.5,2026-09-17T06:03:56.053355Z,OPEN
2026-09-17T06:03:56.126168+00:00,GBP_JPY,208.321,208.33,0.9,2026-09-17T06:03:56.056605Z,OPEN
2026-09-17T06:03:56.126168+00:00,AUD_JPY,110.638,110.645,0.7,2026-09-17T06:03:56.059192Z,OPEN
2026-09-17T11:35:39.075485+00:00,USD_JPY,155.814,155.819,0.5,2026-09-17T11:35:38.917822Z,OPEN
2026-09-17T11:35:39.075485+00:00,EUR_JPY,178.753,178.758,0.5,2026-09-17T11:35:38.916882Z,OPEN
2026-09-17T11:35:39.075485+00:00,GBP_JPY,208.278,208.288,1.0,2026-09-17T11:35:38.917614Z,OPEN
2026-09-17T11:35:39.075485+00:00,AUD_JPY,110.755,110.762,0.7,2026-09-17T11:35:38.917929Z,OPEN
2026-09-17T16:52:47.283458+00:00,USD_JPY,156.014,156.019,0.5,2026-09-17T16:52:47.194638Z,OPEN
2026-09-17T16:52:47.283458+00:00,EUR_JPY,179.064,179.069,0.5,2026-09-17T16:52:47.197101Z,OPEN
2026-09-17T16:52:47.283458+00:00,GBP_JPY,208.259,208.268,0.9,2026-09-17T16:52:47.196377Z,OPEN
2026-09-17T16:52:47.283458+00:00,AUD_JPY,110.97,110.977,0.7,2026-09-17T16:52:47.197626Z,OPEN
2026-09-17T20:14:09.651169+00:00,USD_JPY,156.013,156.018,0.5,2026-09-17T20:14:09.520045Z,OPEN
2026-09-17T20:14:09.651169+00:00,EUR_JPY,179.043,179.048,0.5,2026-09-17T20:14:09.520341Z,OPEN
2026-09-17T20:14:09.651169+00:00,GBP_JPY,208.345,208.354,0.9,2026-09-17T20:14:09.523935Z,OPEN
2026-09-17T20:14:09.651169+00:00,AUD_JPY,110.92,110.927,0.7,2026-09-17T20:14:09.522948Z,OPEN
2026-09-17T23:30:58.486414+00:00,USD_JPY,156.006,156.02,1.4,2026-09-17T23:30:58.403805Z,OPEN
2026-09-17T23:30:58.486414+00:00,EUR_JPY,179.062,179.089,2.7,2026-09-17T23:30:58.404946Z,OPEN
2026-09-17T23:30:58.486414+00:00,GBP_JPY,208.397,208.444,4.7,2026-09-17T23:30:58.404861Z,OPEN
2026-09-17T23:30:58.486414+00:00,AUD_JPY,110.899,110.93,3.1,2026-09-17T23:30:58.407151Z,OPEN
2026-09-18T04:34:06.829467+00:00,USD_JPY,157.079,157.084,0.5,2026-09-18T04:34:06.692609Z,OPEN
2026-09-18T04:34:06.829467+00:00,EUR_JPY,180.496,180.501,0.5,2026-09-18T04:34:06.691997Z,OPEN
2026-09-18T04:34:06.829467+00:00,GBP_JPY,210.044,210.053,0.9,2026-09-18T04:34:06.694095Z,OPEN
2026-09-18T04:34:06.829467+00:00,AUD_JPY,112.006,112.013,0.7,2026-09-18T04:34:06.694406Z,OPEN
2026-09-18T09:38:45.091899+00:00,USD_JPY,157.924,157.929,0.5,2026-09-18T09:38:45.016863Z,OPEN
2026-09-18T09:38:45.091899+00:00,EUR_JPY,181.394,181.399,0.5,2026-09-18T09:38:45.01617Z,OPEN
2026-09-18T09:38:45.091899+00:00,GBP_JPY,211.097,211.106,0.9,2026-09-18T09:38:45.010678Z,OPEN
2026-09-18T09:38:45.091899+00:00,AUD_JPY,112.531,112.538,0.7,2026-09-18T09:38:45.0166Z,OPEN
2026-09-18T14:24:55.998661+00:00,USD_JPY,157.845,157.85,0.5,2026-09-18T14:24:55.848561Z,OPEN
2026-09-18T14:24:55.998661+00:00,EUR_JPY,180.937,180.942,0.5,2026-09-18T14:24:55.853102Z,OPEN
2026-09-18T14:24:55.998661+00:00,GBP_JPY,210.678,210.687,0.9,2026-09-18T14:24:55.85097Z,OPEN
2026-09-18T14:24:55.998661+00:00,AUD_JPY,112.257,112.264,0.7,2026-09-18T14:24:55.854826Z,OPEN
2026-09-18T18:21:02.524961+00:00,USD_JPY,156.731,156.736,0.5,2026-09-18T18:21:02.37985Z,OPEN
2026-09-18T18:21:02.524961+00:00,EUR_JPY,179.964,179.969,0.5,2026-09-18T18:21:02.370142Z,OPEN
2026-09-18T18:21:02.524961+00:00,GBP_JPY,209.845,209.854,0.9,2026-09-18T18:21:02.369397Z,OPEN
2026-09-18T18:21:02.524961+00:00,AUD_JPY,111.673,111.68,0.7,2026-09-18T18:21:02.379697Z,OPEN
2026-09-18T21:36:33.199404+00:00,USD_JPY,156.835,156.934,9.9,2026-09-18T21:36:33.062728Z,CLOSE
2026-09-18T21:36:33.199404+00:00,EUR_JPY,180.156,180.273,11.7,2026-09-18T21:36:33.058849Z,CLOSE
2026-09-18T21:36:33.199404+00:00,GBP_JPY,210.061,210.197,13.6,2026-09-18T21:36:33.057559Z,CLOSE
2026-09-18T21:36:33.199404+00:00,AUD_JPY,111.746,111.831,8.5,2026-09-18T21:36:33.059173Z,CLOSE
2026-09-19T05:45:56.383711+00:00,USD_JPY,156.835,156.934,9.9,2026-09-19T05:45:56.285356Z,CLOSE
2026-09-19T05:45:56.383711+00:00,EUR_JPY,180.156,180.273,11.7,2026-09-19T05:45:56.285679Z,CLOSE
2026-09-19T05:45:56.383711+00:00,GBP_JPY,210.061,210.197,13.6,2026-09-19T05:45:56.286017Z,CLOSE
2026-09-19T05:45:56.383711+00:00,AUD_JPY,111.746,111.831,8.5,2026-09-19T05:45:56.27986Z,CLOSE
2026-09-19T10:50:32.271157+00:00,USD_JPY,156.835,156.934,9.9,2026-09-19T10:50:32.190117Z,CLOSE
2026-09-19T10:50:32.271157+00:00,EUR_JPY,180.156,180.273,11.7,2026-09-19T10:50:32.190449Z,CLOSE
2026-09-19T10:50:32.271157+00:00,GBP_JPY,210.061,210.197,13.6,2026-09-19T10:50:32.190759Z,CLOSE
2026-09-19T10:50:32.271157+00:00,AUD_JPY,111.746,111.831,8.5,2026-09-19T10:50:32.191405Z,CLOSE
2026-09-19T14:20:33.521995+00:00,USD_JPY,156.835,156.934,9.9,2026-09-19T14:20:33.377705Z,CLOSE
2026-09-19T14:20:33.521995+00:00,EUR_JPY,180.156,180.273,11.7,2026-09-19T14:20:33.378035Z,CLOSE
2026-09-19T14:20:33.521995+00:00,GBP_JPY,210.061,210.197,13.6,2026-09-19T14:20:33.378349Z,CLOSE
2026-09-19T14:20:33.521995+00:00,AUD_JPY,111.746,111.831,8.5,2026-09-19T14:20:33.378996Z,CLOSE
2026-09-19T17:57:08.118585+00:00,USD_JPY,156.835,156.934,9.9,2026-09-19T17:57:07.96673Z,CLOSE
2026-09-19T17:57:08.118585+00:00,EUR_JPY,180.156,180.273,11.7,2026-09-19T17:57:07.967097Z,CLOSE
2026-09-19T17:57:08.118585+00:00,GBP_JPY,210.061,210.197,13.6,2026-09-19T17:57:07.960438Z,CLOSE
2026-09-19T17:57:08.118585+00:00,AUD_JPY,111.746,111.831,8.5,2026-09-19T17:57:07.961129Z,CLOSE
2026-09-19T20:33:06.652290+00:00,USD_JPY,156.835,156.934,9.9,2026-09-19T20:33:06.508188Z,CLOSE
2026-09-19T20:33:06.652290+00:00,EUR_JPY,180.156,180.273,11.7,2026-09-19T20:33:06.508522Z,CLOSE
2026-09-19T20:33:06.652290+00:00,GBP_JPY,210.061,210.197,13.6,2026-09-19T20:33:06.508839Z,CLOSE
2026-09-19T20:33:06.652290+00:00,AUD_JPY,111.746,111.831,8.5,2026-09-19T20:33:06.509486Z,CLOSE
2026-09-19T22:56:03.144534+00:00,USD_JPY,156.835,156.934,9.9,2026-09-19T22:56:03.0178Z,CLOSE
2026-09-19T22:56:03.144534+00:00,EUR_JPY,180.156,180.273,11.7,2026-09-19T22:56:03.018133Z,CLOSE
2026-09-19T22:56:03.144534+00:00,GBP_JPY,210.061,210.197,13.6,2026-09-19T22:56:03.018457Z,CLOSE
2026-09-19T22:56:03.144534+00:00,AUD_JPY,111.746,111.831,8.5,2026-09-19T22:56:03.01909Z,CLOSE
2026-09-20T01:00:56.585539+00:00,USD_JPY,156.835,156.934,9.9,2026-09-20T01:00:56.491067Z,CLOSE
2026-09-20T01:00:56.585539+00:00,EUR_JPY,180.156,180.273,11.7,2026-09-20T01:00:56.49139Z,CLOSE
2026-09-20T01:00:56.585539+00:00,GBP_JPY,210.061,210.197,13.6,2026-09-20T01:00:56.491719Z,CLOSE
2026-09-20T01:00:56.585539+00:00,AUD_JPY,111.746,111.831,8.5,2026-09-20T01:00:56.49238Z,CLOSE
2026-09-20T06:08:42.492562+00:00,USD_JPY,156.835,156.934,9.9,2026-09-20T06:08:42.41304Z,CLOSE
2026-09-20T06:08:42.492562+00:00,EUR_JPY,180.156,180.273,11.7,2026-09-20T06:08:42.413363Z,CLOSE
2026-09-20T06:08:42.492562+00:00,GBP_JPY,210.061,210.197,13.6,2026-09-20T06:08:42.413683Z,CLOSE
2026-09-20T06:08:42.492562+00:00,AUD_JPY,111.746,111.831,8.5,2026-09-20T06:08:42.31204Z,CLOSE
2026-09-20T12:15:21.897170+00:00,USD_JPY,156.835,156.934,9.9,2026-09-20T12:15:21.750447Z,CLOSE
2026-09-20T12:15:21.897170+00:00,EUR_JPY,180.156,180.273,11.7,2026-09-20T12:15:21.750775Z,CLOSE
