timestamp,open,high,low,close,volume
2018-11-01T00:00:00,112.857,112.89,112.736,112.784,8396.6904296875
2018-11-01T01:00:00,112.783,112.93,112.722,112.918,8613.849609375
2018-11-01T02:00:00,112.917,112.962,112.832,112.845,6423.91015625
2018-11-01T03:00:00,112.844,112.887,112.832,112.852,4148.77001953125
2018-11-01T04:00:00,112.851,112.867,112.797,112.86,3885.260009765625
2018-11-01T05:00:00,112.861,112.906,112.855,112.904,4108.93017578125
2018-11-01T06:00:00,112.904,112.916,112.801,112.808,3315.510009765625
2018-11-01T07:00:00,112.808,112.933,112.779,112.899,6056.72998046875
2018-11-01T08:00:00,112.9,112.95,112.832,112.881,8353.4697265625
2018-11-01T09:00:00,112.883,112.989,112.861,112.984,6709.02001953125
2018-11-01T10:00:00,112.986,113.002,112.947,112.98,6077.39013671875
2018-11-01T11:00:00,112.98,112.997,112.896,112.902,6022.18994140625
2018-11-01T12:00:00,112.902,112.916,112.749,112.852,6937.740234375
2018-11-01T13:00:00,112.854,112.859,112.693,112.703,8624.1298828125
2018-11-01T14:00:00,112.705,112.789,112.627,112.711,10100.7900390625
2018-11-01T15:00:00,112.712,112.804,112.648,112.786,9897.330078125
2018-11-01T16:00:00,112.788,112.811,112.685,112.727,7144.759765625
2018-11-01T17:00:00,112.728,112.728,112.609,112.668,5286.47998046875
2018-11-01T18:00:00,112.668,112.741,112.607,112.707,5141.330078125
2018-11-01T19:00:00,112.709,112.711,112.637,112.7,4199.31005859375
2018-11-01T20:00:00,112.697,112.724,112.623,112.694,2083.14990234375
2018-11-01T21:00:00,112.694,112.715,112.641,112.654,2977.070068359375
2018-11-01T22:00:00,112.651,112.657,112.56,112.649,1568.5400390625
2018-11-01T23:00:00,112.648,112.736,112.625,112.734,2154.10009765625
2018-11-02T00:00:00,112.736,112.848,112.72,112.803,6283.81005859375
2018-11-02T01:00:00,112.803,112.812,112.714,112.736,4584.759765625
2018-11-02T02:00:00,112.737,112.781,112.708,112.749,3098.6201171875
2018-11-02T03:00:00,112.748,112.754,112.656,112.696,2747.830078125
2018-11-02T04:00:00,112.694,113.002,112.673,112.957,5779.81982421875
2018-11-02T05:00:00,112.958,113.099,112.957,112.979,8099.68994140625
2018-11-02T06:00:00,112.979,113.058,112.915,113.053,4840.06005859375
2018-11-02T07:00:00,113.053,113.103,112.948,112.967,8139.47021484375
2018-11-02T08:00:00,112.967,112.967,112.874,112.883,7274.58984375
2018-11-02T09:00:00,112.881,112.884,112.719,112.762,6323.22021484375
2018-11-02T10:00:00,112.762,112.87,112.74,112.852,5840.60009765625
